customer_id,date,amount
C00069,2024-06-24,30.5
C00069,2023-12-10,29.57
C00070,2023-08-24,16.35
C00070,2025-04-14,31.38
C00070,2023-10-04,15.23
C00070,2024-01-26,20.59
C00071,2025-08-30,30.66
C00071,2023-01-18,79.78
C00071,2023-06-18,48.54
C00072,2023-03-26,71.33
C00072,2025-06-26,38.7
C00072,2024-02-21,45.84
C00073,2024-08-27,44.58
C00074,2023-09-08,61.35
C00074,2024-12-24,70.01
C00074,2023-08-14,127.5
C00074,2023-09-27,65.88
C00075,2023-08-13,22.12
C00075,2024-08-30,13.78
C00075,2023-02-15,24.77
C00075,2023-06-16,18.43
C00075,2023-03-26,21.55
C00076,2025-12-18,46.39
C00077,2025-04-04,73.85
C00077,2024-09-20,46.46
C00078,2024-03-24,16.33
C00078,2023-12-25,15.18
C00078,2023-09-18,9.1
C00079,2025-01-31,11.91
C00079,2025-11-26,12.31
C00079,2024-09-13,8.11
C00079,2023-05-23,25.26
C00079,2025-09-25,15.89
C00079,2024-10-25,14.84
C00079,2023-04-26,18.8
C00079,2023-11-08,25.18
C00079,2023-01-19,14.13
C00079,2024-10-16,19.2
C00079,2025-08-12,22.18
C00079,2025-03-02,18.6
C00080,2023-08-28,32.18
C00080,2024-02-24,56.84
C00080,2024-03-30,24.54
C00081,2023-08-24,22.06
C00081,2024-01-12,18.36
C00082,2025-12-27,33.12
C00082,2025-06-11,83.31
C00082,2023-11-07,44.72
C00082,2025-01-20,24.31
C00082,2023-04-23,36.47
C00083,2025-11-14,14.22
C00083,2023-05-26,23.71
C00083,2024-07-18,14.66
C00083,2024-01-12,17.01
C00083,2024-12-21,16.6
C00084,2025-01-04,6.71
C00084,2025-04-07,8.81
C00084,2023-06-23,8.39
C00085,2024-07-21,44.96
C00085,2023-01-28,41.89
C00085,2023-04-21,59.34
C00086,2025-05-11,11.47
C00087,2025-02-10,10.29
C00088,2023-11-13,19.33
C00089,2024-01-03,24.12
C00089,2024-09-01,24.81
C00089,2024-08-22,18.98
C00089,2023-02-25,32.26
C00089,2025-07-08,19.92
C00089,2025-07-08,43.07
C00089,2023-06-09,18.87
C00089,2023-12-04,15.33
C00089,2025-12-01,24.94
C00089,2025-02-13,30.43
C00089,2024-09-19,21.21
C00089,2024-07-08,15.38
C00089,2023-12-23,13.83
C00089,2024-04-30,30.75
C00089,2023-08-10,23.43
C00089,2025-01-06,27.73
C00089,2024-09-08,24.62
C00090,2023-03-02,36.9
C00090,2023-08-29,44.83
C00090,2024-11-29,66.22
C00090,2025-01-31,87.64
C00090,2024-09-13,64.27
C00090,2024-08-07,52.05
C00090,2025-03-17,43.55
C00090,2023-10-05,75.73
C00090,2024-08-02,41.12
C00090,2023-07-13,27.86
C00090,2025-07-25,57.86
C00091,2024-03-26,52.03
C00092,2025-07-12,39.67
C00092,2025-04-12,23.5
C00092,2024-02-11,27.73
C00093,2024-03-12,50.56
C00093,2024-08-31,27.71
C00093,2025-01-20,59.0
C00093,2023-06-12,40.73
C00094,2025-06-24,24.32
C00095,2025-11-12,11.12
C00095,2024-01-10,8.1
C00095,2023-08-17,8.5
C00095,2023-11-16,10.06
C00095,2023-07-24,6.66
C00096,2024-05-11,45.19
C00096,2024-12-09,44.51
C00096,2023-07-11,32.0
C00096,2024-08-22,90.71
C00096,2025-09-25,47.24
C00097,2023-12-05,33.11
C00098,2024-03-04,26.17
C00098,2023-07-25,42.83
C00098,2023-05-28,65.27
C00099,2023-03-29,24.31
C00099,2023-11-03,22.47
C00099,2023-11-08,34.0
C00099,2023-04-05,23.26
C00100,2025-09-06,36.25
C00100,2024-08-13,13.29
C00101,2024-07-26,20.74
C00101,2024-11-18,11.99
C00101,2023-03-12,17.39
C00101,2024-01-09,15.2
C00101,2023-10-07,12.88
C00101,2023-11-11,14.92
C00102,2023-06-24,19.34
C00102,2023-03-03,27.98
C00103,2025-07-20,58.52
C00103,2023-10-18,77.29
C00103,2025-11-12,100.81
C00103,2024-10-13,63.3
C00103,2024-12-27,91.82
C00103,2024-11-12,38.44
C00103,2024-09-24,68.35
C00103,2024-07-03,78.66
C00103,2025-10-09,84.13
C00104,2025-03-31,15.69
C00104,2023-06-20,15.11
C00104,2024-04-02,22.35
C00105,2023-06-24,32.32
C00105,2023-04-03,35.02
C00106,2024-10-25,52.24
C00106,2024-02-06,32.77
C00106,2025-11-05,51.66
C00107,2025-09-12,6.33
C00107,2024-12-04,5.25
C00107,2023-10-14,3.66
C00108,2023-01-11,46.71
C00108,2025-10-21,63.61
C00108,2025-02-13,54.64
C00109,2024-01-23,19.86
C00109,2023-09-25,20.1
C00109,2025-04-04,23.74
C00110,2025-07-18,32.44
C00110,2025-04-13,27.71
C00110,2023-05-20,25.38
C00111,2025-12-06,22.77
C00111,2024-09-01,46.61
C00111,2023-11-13,23.16
C00112,2023-08-29,23.14
C00112,2024-01-09,29.52
C00112,2023-05-07,86.77
C00112,2023-06-27,46.37
C00113,2023-02-13,72.66
C00113,2024-08-27,62.32
C00113,2023-10-07,60.5
C00114,2025-03-19,43.25
C00114,2025-12-01,41.45
C00114,2024-09-29,61.8
C00115,2025-02-19,35.26
C00115,2023-11-29,25.29
C00115,2023-04-07,44.39
C00115,2023-04-05,45.39
C00116,2024-11-29,24.99
C00116,2024-12-24,24.71
C00116,2025-05-18,41.37
C00116,2024-09-12,56.53
C00116,2023-11-14,20.55
C00116,2025-08-28,31.35
C00116,2025-09-06,23.18
C00116,2024-06-14,31.07
C00116,2025-02-05,23.9
C00116,2024-11-27,17.99
C00116,2023-07-21,21.06
C00117,2024-11-25,37.42
C00117,2024-06-28,31.97
C00117,2025-01-17,49.67
C00118,2023-06-01,20.63
C00118,2023-12-29,47.56
C00118,2023-04-08,21.77
C00118,2024-04-25,44.93
C00118,2024-03-10,33.85
C00119,2023-09-02,31.12
C00119,2025-02-27,11.23
C00119,2025-11-25,18.42
C00119,2025-10-02,14.98
C00119,2024-01-08,9.68
C00119,2025-10-15,15.02
C00119,2025-01-10,20.53
C00119,2023-07-11,13.24
C00119,2023-04-29,17.43
C00119,2025-06-21,10.22
C00119,2025-07-21,17.09
C00119,2025-02-14,12.67
C00120,2025-11-22,7.95
C00120,2023-02-07,16.33
C00120,2025-06-19,15.8
C00120,2023-02-22,16.58
C00120,2025-06-11,15.0
C00120,2025-02-06,20.37
C00120,2025-11-05,15.04
C00120,2024-06-07,15.36
C00120,2023-10-28,9.72
C00120,2024-08-14,21.51
C00120,2025-03-15,17.47
C00120,2025-06-02,11.17
C00120,2025-08-21,12.68
C00120,2024-01-23,10.37
C00121,2023-02-28,12.13
C00121,2023-12-14,13.76
C00121,2024-08-21,24.87
C00121,2025-11-26,13.84
C00121,2024-12-31,9.96
C00121,2023-04-16,18.51
C00121,2024-01-12,30.45
C00121,2025-01-16,9.22
C00121,2024-06-29,17.16
C00121,2023-08-01,47.47
C00121,2023-10-28,20.39
C00121,2025-01-11,11.66
C00121,2023-03-14,18.14
C00121,2025-12-11,17.28
C00122,2024-06-14,16.29
C00122,2023-06-13,15.04
C00122,2024-03-22,15.52
C00122,2025-02-16,19.22
C00122,2023-07-24,27.11
C00123,2025-04-14,21.62
C00123,2023-08-02,14.51
C00123,2024-12-26,27.29
C00123,2023-06-29,19.76
C00123,2023-05-16,21.83
C00123,2024-03-29,14.74
C00123,2025-10-07,32.31
C00123,2024-06-16,16.49
C00123,2023-10-03,13.65
C00123,2024-03-20,21.52
C00123,2025-08-28,13.95
C00123,2023-11-08,18.38
C00124,2024-06-30,17.58
C00124,2024-04-25,18.86
C00124,2024-07-02,9.73
C00125,2025-07-03,10.88
C00125,2023-10-22,26.97
C00125,2024-08-19,26.83
C00125,2024-05-26,21.2
C00125,2025-01-02,20.62
C00126,2023-06-06,25.4
C00126,2024-09-15,37.74
C00126,2023-02-18,20.99
C00127,2025-12-15,15.11
C00128,2025-12-09,28.91
C00128,2023-10-02,32.85
C00128,2025-12-07,29.13
C00128,2023-10-15,18.86
C00128,2023-09-16,16.8
C00128,2023-01-23,28.86
C00128,2024-12-20,46.99
C00128,2025-02-26,37.89
C00128,2024-12-25,32.03
C00128,2024-11-28,34.57
C00128,2024-11-18,28.63
C00128,2024-01-29,43.76
C00128,2024-05-03,58.45
C00128,2023-10-16,27.57
C00128,2024-02-15,25.89
C00128,2023-06-04,31.47
C00128,2025-05-19,32.86
C00128,2024-07-18,19.94
C00128,2025-02-15,34.05
C00128,2024-02-22,29.61
C00128,2025-12-27,32.31
C00128,2024-08-01,43.97
C00128,2023-12-18,48.29
C00128,2024-08-06,29.64
C00129,2024-09-12,9.88
C00129,2025-05-19,7.39
C00129,2024-12-26,21.4
C00130,2023-01-16,10.96
C00130,2023-12-03,14.79
C00131,2025-08-20,8.13
C00131,2023-05-11,10.5
C00132,2024-12-28,22.57
C00132,2024-04-11,23.66
C00133,2024-03-20,27.13
C00134,2023-03-15,207.44
C00134,2024-05-02,109.53
C00135,2024-10-26,30.72
C00135,2024-06-09,23.09
C00136,2024-03-15,3.99
C00136,2025-06-05,6.9
C00136,2023-04-29,4.78
C00136,2023-06-24,4.69
C00137,2024-05-07,12.63
C00137,2025-09-12,18.15
C00137,2025-07-20,31.07
C00137,2025-09-20,26.25
C00138,2024-03-14,32.26
C00138,2024-10-05,18.72
C00139,2025-08-06,27.84
C00139,2024-04-24,28.98
C00140,2023-10-03,77.2
C00140,2023-06-29,26.4
C00141,2023-07-27,12.12
C00141,2025-03-07,22.89
C00141,2025-12-25,11.56
C00141,2024-06-10,9.89
C00142,2024-05-29,26.0
C00142,2024-05-17,31.43
C00143,2025-05-26,20.0
C00143,2024-03-03,47.83
C00143,2025-02-01,28.42
C00143,2023-09-14,45.53
C00144,2025-03-24,25.9
C00145,2023-06-29,39.13
C00145,2023-06-02,15.39
C00145,2025-05-21,19.42
C00145,2025-02-03,25.71
C00145,2025-03-07,20.91
C00146,2023-06-26,14.17
C00146,2025-12-09,32.06
C00146,2025-10-25,13.63
C00147,2025-10-17,52.69
C00147,2025-03-16,44.25
C00147,2023-04-20,56.69
C00148,2025-04-27,14.98
C00148,2023-09-22,43.97
C00148,2025-03-29,10.31
C00148,2024-05-03,23.88
C00148,2023-03-21,27.43
C00148,2025-08-30,29.31
C00148,2025-12-31,27.86
C00149,2024-04-05,179.55
C00149,2023-10-13,66.29
C00149,2023-04-08,121.24
C00149,2025-06-29,123.1
C00149,2025-04-22,203.52
C00149,2023-10-23,122.47
C00149,2023-09-02,90.29
C00149,2023-04-07,149.09
C00149,2023-02-15,65.56
C00149,2024-03-17,134.11
C00149,2023-08-16,130.57
C00149,2024-10-10,84.49
C00150,2024-01-19,35.76
C00151,2023-10-29,47.58
C00152,2024-03-30,203.99
C00152,2024-02-27,94.4
C00152,2024-11-01,90.9
C00152,2025-08-01,119.81
C00153,2024-02-18,21.11
C00153,2025-06-23,24.33
C00153,2024-10-20,28.98
C00154,2023-12-01,11.1
C00154,2023-08-19,12.1
C00155,2024-07-16,38.63
C00155,2024-11-19,28.43
C00155,2025-06-15,45.41
C00156,2025-12-27,10.75
C00156,2023-02-11,18.02
C00156,2025-12-22,9.11
C00156,2023-02-13,12.51
C00157,2024-02-06,5.75
C00157,2023-04-08,10.92
C00157,2023-07-20,11.99
C00157,2023-08-09,9.62
C00158,2025-07-13,28.59
C00159,2025-11-04,10.7
C00160,2023-06-02,15.29
C00160,2024-02-18,27.54
C00160,2024-09-01,19.97
C00161,2023-03-06,18.87
C00161,2025-08-27,29.48
C00162,2023-02-19,23.74
C00162,2023-07-30,24.08
C00163,2025-10-31,26.27
C00163,2025-09-13,35.67
C00163,2023-09-24,26.27
C00163,2024-04-09,22.06
C00164,2024-11-13,49.82
C00164,2023-02-28,42.56
C00165,2024-01-25,35.43
C00165,2024-04-06,21.9
C00166,2025-12-04,61.11
C00166,2024-01-23,171.77
C00166,2023-09-09,50.86
C00166,2025-10-05,55.05
C00166,2023-04-04,88.75
C00167,2025-05-31,47.87
C00167,2024-02-02,57.52
C00167,2023-02-07,20.16
C00168,2024-10-07,16.03
C00168,2025-09-17,12.42
C00168,2025-09-20,18.53
C00168,2024-11-02,27.34
C00168,2023-10-17,23.61
C00168,2024-06-08,41.58
C00168,2024-06-13,18.89
C00169,2023-05-03,56.93
C00170,2025-03-01,24.71
C00170,2025-11-28,20.78
C00170,2025-10-11,39.91
C00171,2024-02-29,22.57
C00171,2023-06-20,23.93
C00171,2024-11-04,42.96
C00172,2023-06-06,20.96
C00172,2024-01-16,16.07
C00172,2025-01-02,21.89
C00172,2025-08-12,9.35
C00173,2024-09-08,12.47
C00173,2023-07-09,21.79
C00174,2024-08-07,46.16
C00174,2023-04-04,21.07
C00174,2025-05-12,22.85
C00175,2023-07-21,5.94
C00175,2025-07-05,13.12
C00176,2023-09-13,67.16
C00176,2025-10-03,99.55
C00176,2024-01-28,69.45
C00176,2024-02-21,107.58
C00177,2024-11-22,41.97
C00178,2023-10-13,46.42
C00178,2023-10-03,85.83
C00178,2024-12-23,42.8
C00179,2025-06-11,89.66
C00180,2023-10-25,11.42
C00180,2024-07-10,10.35
C00180,2024-05-16,16.02
C00180,2025-03-21,8.23
C00181,2023-04-06,46.77
C00181,2024-10-17,22.12
C00181,2024-02-19,27.92
C00181,2023-12-11,31.36
C00181,2025-07-01,27.78
C00181,2023-12-12,36.03
C00182,2025-02-05,65.58
C00182,2024-02-25,101.61
C00182,2023-07-15,47.62
C00182,2023-03-24,50.39
C00182,2025-09-04,34.8
C00182,2024-10-08,40.46
C00182,2023-01-30,69.27
C00182,2023-07-06,62.08
C00182,2025-03-31,33.74
C00182,2025-05-14,50.95
C00182,2023-03-10,49.26
C00182,2025-04-15,52.25
C00182,2025-06-22,60.78
C00182,2024-07-20,69.83
C00182,2023-10-15,84.23
C00182,2024-02-13,49.66
C00182,2024-02-07,89.27
C00183,2025-08-12,14.17
C00184,2024-09-09,28.97
C00185,2023-07-28,34.42
C00185,2023-01-08,58.82
C00185,2025-11-21,89.15
C00186,2023-04-03,23.46
C00186,2024-06-29,23.68
C00186,2024-09-20,33.75
C00187,2023-01-18,9.63
C00187,2024-05-15,12.23
C00187,2024-10-31,10.62
C00187,2025-10-02,12.15
C00187,2025-04-18,3.96
C00187,2025-05-05,13.88
C00187,2024-09-10,9.35
C00187,2025-07-01,8.93
C00187,2023-10-17,5.69
C00187,2023-01-05,4.25
C00187,2024-12-09,11.19
C00187,2023-03-11,5.05
C00188,2023-10-19,10.55
C00188,2023-10-28,12.5
C00188,2025-03-29,16.69
C00188,2025-04-11,10.48
C00189,2023-11-15,16.98
C00190,2024-01-22,21.49
C00191,2025-08-04,24.69
C00191,2025-01-09,36.16
C00191,2024-09-20,36.09
C00191,2025-03-07,30.24
C00192,2024-08-24,25.08
C00193,2023-10-25,14.74
C00194,2025-05-20,17.63
C00194,2024-03-10,47.23
C00194,2025-08-08,23.32
C00194,2023-06-01,18.49
C00194,2023-10-19,22.37
C00195,2024-01-06,24.16
C00195,2025-05-29,23.83
C00195,2025-12-31,24.17
C00195,2024-06-14,23.46
C00195,2025-05-19,30.08
C00195,2025-02-08,15.96
C00196,2025-12-02,24.19
C00197,2025-05-06,16.92
C00197,2023-01-11,12.26
C00198,2023-12-06,12.9
C00199,2024-12-02,21.21
C00200,2025-07-09,17.65
C00201,2023-06-20,13.42
C00201,2023-11-19,17.13
C00201,2023-08-30,8.81
C00201,2025-05-03,10.77
C00202,2023-07-16,19.91
C00202,2023-06-20,16.45
C00203,2023-05-12,22.93
C00203,2024-10-18,32.3
C00203,2024-06-06,45.22
C00203,2025-09-02,22.87
C00203,2025-02-09,80.9
C00203,2024-11-01,24.04
C00203,2025-04-30,31.33
C00203,2024-10-19,35.87
C00204,2025-06-04,45.2
C00204,2023-03-28,23.95
C00205,2023-03-24,155.79
C00206,2025-06-23,38.86
C00206,2023-01-03,34.03
C00207,2023-11-21,37.66
C00208,2024-02-02,26.07
C00208,2024-06-01,46.75
C00208,2024-01-25,43.73
C00208,2025-01-27,25.47
C00208,2023-12-17,46.7
C00208,2024-08-07,48.22
C00209,2023-01-09,13.52
C00210,2024-03-22,40.56
C00210,2023-02-17,112.62
C00211,2024-12-27,16.06
C00211,2023-02-26,29.84
C00212,2024-01-17,36.22
C00212,2024-03-20,20.95
C00212,2025-12-03,27.56
C00213,2023-07-08,45.07
C00213,2024-09-05,67.14
C00214,2024-08-10,5.24
C00214,2024-12-25,12.59
C00214,2023-05-08,7.97
C00214,2025-01-16,7.94
C00214,2023-12-19,11.8
C00215,2023-03-29,25.09
C00215,2024-12-13,25.75
C00215,2024-09-28,12.96
C00216,2025-11-30,25.32
C00216,2024-04-24,20.56
C00216,2023-01-06,19.59
C00217,2024-06-25,133.59
C00217,2025-04-10,68.47
C00217,2025-06-13,69.06
C00217,2023-12-07,59.12
C00217,2023-07-25,37.82
C00217,2024-06-28,30.3
C00217,2024-01-16,76.25
C00217,2024-01-31,62.9
C00218,2025-12-31,21.15
C00218,2024-04-13,39.19
C00218,2024-01-06,37.71
C00218,2023-12-19,22.45
C00219,2025-09-13,38.28
C00219,2023-11-03,10.29
C00219,2023-04-19,14.73
C00219,2023-10-24,24.39
C00220,2025-10-23,42.28
C00220,2025-08-29,50.52
C00221,2023-01-27,36.91
C00221,2023-04-18,29.95
C00221,2023-10-14,17.6
C00222,2025-10-17,86.21
C00222,2023-04-26,43.6
C00222,2024-07-27,29.05
C00222,2025-09-19,28.96
C00222,2025-05-15,44.16
C00222,2024-01-04,29.4
C00223,2024-02-03,22.04
C00223,2025-06-16,21.57
C00224,2024-03-27,15.36
C00224,2025-07-31,24.67
C00225,2023-11-15,15.2
C00225,2023-10-21,24.41
C00225,2023-11-13,29.24
C00226,2025-03-19,7.65
C00226,2023-03-09,14.19
C00226,2024-08-02,9.18
C00226,2025-09-19,6.35
C00226,2024-11-22,9.66
C00226,2023-04-05,11.21
C00226,2025-04-13,15.96
C00226,2025-04-22,6.91
C00226,2024-08-17,4.85
C00226,2023-10-18,9.44
C00226,2024-12-03,6.09
C00226,2024-06-25,11.78
C00227,2025-04-03,63.82
C00227,2024-07-29,94.2
C00227,2024-02-26,71.37
C00228,2024-04-08,11.4
C00229,2025-08-16,23.27
C00229,2025-07-05,40.28
C00229,2025-09-12,48.12
C00230,2024-12-09,29.69
C00230,2024-05-06,32.24
C00231,2023-01-25,45.99
C00232,2024-08-13,24.47
C00232,2024-01-01,22.25
C00232,2025-01-22,23.16
C00232,2023-06-03,10.24
C00232,2025-06-14,34.52
C00233,2025-02-22,28.51
C00234,2023-12-20,16.51
C00234,2025-10-01,27.95
C00234,2023-11-05,15.09
C00234,2025-12-08,14.32
C00234,2025-06-09,16.54
C00235,2023-05-12,8.73
C00236,2023-02-10,17.85
C00236,2023-06-27,11.83
C00236,2024-11-25,28.49
C00236,2023-11-29,38.19
C00236,2023-09-30,25.65
C00236,2025-12-14,27.63
C00236,2025-01-21,13.37
C00236,2025-08-06,10.93
C00236,2023-08-15,10.6
C00236,2024-07-01,10.37
C00236,2023-01-01,14.19
C00236,2023-09-24,7.42
C00236,2023-09-21,11.95
C00237,2023-04-15,18.43
C00237,2024-02-06,15.55
C00237,2024-11-16,14.97
C00237,2023-01-28,17.96
C00237,2023-06-14,14.89
C00237,2024-12-11,7.05
C00238,2025-09-24,21.01
C00238,2024-03-15,33.58
C00238,2025-01-09,20.29
C00238,2023-09-26,34.93
C00238,2023-12-10,34.97
C00238,2024-05-31,26.0
C00238,2023-02-16,40.18
C00238,2023-07-28,22.43
C00238,2023-03-01,41.37
C00238,2023-05-17,40.39
C00238,2025-10-25,30.38
C00238,2024-04-05,54.87
C00238,2025-12-03,16.48
C00238,2024-10-09,68.37
C00238,2024-11-06,34.42
C00238,2023-01-25,37.3
C00238,2025-05-08,35.01
C00238,2023-02-11,24.32
C00238,2025-03-21,23.27
C00238,2025-01-21,60.08
C00238,2025-10-07,26.69
C00238,2023-11-15,47.52
C00239,2025-10-25,53.77
C00239,2024-11-22,41.94
C00240,2024-09-30,20.09
C00240,2024-07-21,46.12
C00240,2025-05-29,15.83
C00240,2023-01-23,11.28
C00241,2024-01-17,23.87
C00241,2025-06-18,33.74
C00241,2023-06-20,43.34
C00242,2024-05-01,36.79
C00243,2024-12-02,17.31
C00243,2023-03-30,17.04
C00243,2023-05-30,12.91
C00243,2024-09-24,9.3
C00244,2025-02-08,12.16
